token_context,word_context,seg_context,sent_cotext,label
"['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006; #TAUTHOR_TAG;GreenandManning2010),thePragueDependencyTreebank']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006; #TAUTHOR_TAG;GreenandManning2010),thePragueDependencyTreebank']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006; #TAUTHOR_TAG;GreenandManning2010),thePragueDependencyTreebank']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006; #TAUTHOR_TAG;GreenandManning2010),thePragueDependencyTreebank(PADT)(BuchholzandMarsi2006;Nivre2008)andtheCATiB(HabashandRoth2009).', '']",0
"[' #TAUTHOR_TAGreportsthatnon-projectiveandpseudo-projectivealgorithmsoutperformthe``eagerprojectivealgorithminMaltParser,butourtrainingdatadidnotcontainanynon-projectivedependencies.', '']","[' #TAUTHOR_TAGreportsthatnon-projectiveandpseudo-projectivealgorithmsoutperformthe``eagerprojectivealgorithminMaltParser,butourtrainingdatadidnotcontainanynon-projectivedependencies.', '']","[' #TAUTHOR_TAGreportsthatnon-projectiveandpseudo-projectivealgorithmsoutperformthe``eagerprojectivealgorithminMaltParser,butourtrainingdatadidnotcontainanynon-projectivedependencies.', '']","[' #TAUTHOR_TAGreportsthatnon-projectiveandpseudo-projectivealgorithmsoutperformthe``eagerprojectivealgorithminMaltParser,butourtrainingdatadidnotcontainanynon-projectivedependencies.', '']",1
"['', 'HenceMaltParserfeaturesaredefinedasPOStagatstk[0],word-formatbuf[0],andsoon.K�bler,McDonald,and #TAUTHOR_TAGdescribea�typical�MaltParsermodelconfigurationofattributesandfeatures.13', 'Startingwithit,inaseriesofinitialcontrolledexperiments,wesettledonusingbuf[0-1]+stk[0-1]forword-forms,andbuf[0-3]+stk[0-2]forPOStags.', '']","['stk[1],etc.).', 'HenceMaltParserfeaturesaredefinedasPOStagatstk[0],word-formatbuf[0],andsoon.K�bler,McDonald,and #TAUTHOR_TAGdescribea�typical�MaltParsermodelconfigurationofattributesandfeatures.13', 'Startingwithit,inaseriesofinitialcontrolledexperiments,wesettledonusingbuf[0-1]+stk[0-1]forword-forms,andbuf[0-3]+stk[0-2]forPOStags.', '']","['', 'HenceMaltParserfeaturesaredefinedasPOStagatstk[0],word-formatbuf[0],andsoon.K�bler,McDonald,and #TAUTHOR_TAGdescribea�typical�MaltParsermodelconfigurationofattributesandfeatures.13', 'Startingwithit,inaseriesofinitialcontrolledexperiments,wesettledonusingbuf[0-1]+stk[0-1]forword-forms,andbuf[0-3]+stk[0-2]forPOStags.', '']","['', 'HenceMaltParserfeaturesaredefinedasPOStagatstk[0],word-formatbuf[0],andsoon.K�bler,McDonald,and #TAUTHOR_TAGdescribea�typical�MaltParsermodelconfigurationofattributesandfeatures.13', 'Startingwithit,inaseriesofinitialcontrolledexperiments,wesettledonusingbuf[0-1]+stk[0-1]forword-forms,andbuf[0-3]+stk[0-2]forPOStags.', '']",5
"['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006;Diab2007; #TAUTHOR_TAG,thePragueDependencyTreebank(PADT)(BuchholzandMarsi2006;Nivre2008)andtheCATiB(HabashandRoth2009).', '']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006;Diab2007; #TAUTHOR_TAG,thePragueDependencyTreebank(PADT)(BuchholzandMarsi2006;Nivre2008)andtheCATiB(HabashandRoth2009).', '']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006;Diab2007; #TAUTHOR_TAG,thePragueDependencyTreebank(PADT)(BuchholzandMarsi2006;Nivre2008)andtheCATiB(HabashandRoth2009).', '']","['forworkonArabic(MSA),resultshavebeenreportedonthePATB(Kulick,Gabbard,andMarcus2006;Diab2007; #TAUTHOR_TAG,thePragueDependencyTreebank(PADT)(BuchholzandMarsi2006;Nivre2008)andtheCATiB(HabashandRoth2009).', ' #AUTHOR_TAGanalyzedthePATBforannotationconsistency,andintroducedanenhancedsplit-stateconstituencygrammar,includinglabelsforshortidafaconstructionsandverbalorequationalclauses.', '']",0
"['allexperimentsreportedinthissectionweusedthesyntacticdependencyparserMaltParserv1.3 #TAUTHOR_TAG,2008;KÃ¼bler,McDonald,andNivre2009),']","['allexperimentsreportedinthissectionweusedthesyntacticdependencyparserMaltParserv1.3 #TAUTHOR_TAG,2008;KÃ¼bler,McDonald,andNivre2009),']","['allexperimentsreportedinthissectionweusedthesyntacticdependencyparserMaltParserv1.3 #TAUTHOR_TAG,2008;KÃ¼bler,McDonald,andNivre2009),']",[' #TAUTHOR_TAG'],5
"['reportsexperimentsonArabicparsingusinghisMaltParser #TAUTHOR_TAG,trainedonthePADT.', 'Hisresultsarenotdirectlycomparabletooursbecauseofthedifferenttreebankrepresentations,eventhoughalltheexperimentsreportedherewereperformedusingtheMaltParser']","['reportsexperimentsonArabicparsingusinghisMaltParser #TAUTHOR_TAG,trainedonthePADT.', 'Hisresultsarenotdirectlycomparabletooursbecauseofthedifferenttreebankrepresentations,eventhoughalltheexperimentsreportedherewereperformedusingtheMaltParser']","['ationalclauses.', ' #AUTHOR_TAGreportsexperimentsonArabicparsingusinghisMaltParser #TAUTHOR_TAG,trainedonthePADT.', 'Hisresultsarenotdirectlycomparabletooursbecauseofthedifferenttreebankrepresentations,eventhoughalltheexperimentsreportedherewereperformedusingtheMaltParser']","['', ' #AUTHOR_TAGreportsexperimentsonArabicparsingusinghisMaltParser #TAUTHOR_TAG,trainedonthePADT.', 'Hisresultsarenotdirectlycomparabletooursbecauseofthedifferenttreebankrepresentations,eventhoughalltheexperimentsreportedherewereperformedusingtheMaltParser']",0
"['', 'Similarly, #TAUTHOR_TAGreportthattheuseofasubsetofSpanishmorphologicalfeatures(numberforadjectives,determiners,nouns,pronouns,andverbs;andmodeforverbs)outperformsothercombinations.', 'Ourapproachiscomparabletotheirworkintermsofitssystematicexplorationofthespaceofmorphologicalfeatures.', '']","['seeTable3).', 'Similarly, #TAUTHOR_TAGreportthattheuseofasubsetofSpanishmorphologicalfeatures(numberforadjectives,determiners,nouns,pronouns,andverbs;andmodeforverbs)outperformsothercombinations.', 'Ourapproachiscomparabletotheirworkintermsofitssystematicexplorationofthespaceofmorphologicalfeatures.', '']","['', 'Similarly, #TAUTHOR_TAGreportthattheuseofasubsetofSpanishmorphologicalfeatures(numberforadjectives,determiners,nouns,pronouns,andverbs;andmodeforverbs)outperformsothercombinations.', 'Ourapproachiscomparabletotheirworkintermsofitssystematicexplorationofthespaceofmorphologicalfeatures.', '']","['', 'Similarly, #TAUTHOR_TAGreportthattheuseofasubsetofSpanishmorphologicalfeatures(numberforadjectives,determiners,nouns,pronouns,andverbs;andmodeforverbs)outperformsothercombinations.', 'Ourapproachiscomparabletotheirworkintermsofitssystematicexplorationofthespaceofmorphologicalfeatures.', '']",0
"['Weignoretherare""falseidafa""construction #TAUTHOR_TAG,p.102)']","['Weignoretherare""falseidafa""construction #TAUTHOR_TAG,p.102)']","['Weignoretherare""falseidafa""construction #TAUTHOR_TAG,p.102)']","['Weignoretherare""falseidafa""construction #TAUTHOR_TAG,p.102)']",0
"['thissection,wevalidatethecontributionofkeytagsetsandmorphologicalfeatures--andcombinationsthereof--usingadifferentparser:theEasy-FirstParser #TAUTHOR_TAG.', '']","['thissection,wevalidatethecontributionofkeytagsetsandmorphologicalfeatures--andcombinationsthereof--usingadifferentparser:theEasy-FirstParser #TAUTHOR_TAG.', '']","['thissection,wevalidatethecontributionofkeytagsetsandmorphologicalfeatures--andcombinationsthereof--usingadifferentparser:theEasy-FirstParser #TAUTHOR_TAG.', '']","['thissection,wevalidatethecontributionofkeytagsetsandmorphologicalfeatures--andcombinationsthereof--usingadifferentparser:theEasy-FirstParser #TAUTHOR_TAG.', 'AsinSection4,allmodelsareevaluatedonbothgoldandnon-gold(machine-predicted)featurevalues.', 'TheEasy-FirstParserisashift-reduceparser(asisMaltParser).', '']",5
"['alfeatures.', 'PreviousworkwithMaltParserinRussian,Turkish,andHindishowedgainswithCASEbutnotwithagreementfeatures(Eryigit,Nivre,andOflazer2008;Nivre,Boguslavsky,andIomdin2008; #TAUTHOR_TAG.', 'OurworkisthefirsttoshowgainsusingagreementinMaltParserandinArabicdependencyparsing,andthefirsttousefunctionalfeaturesforthistask.', '']","['andinflectionalfeatures.', 'PreviousworkwithMaltParserinRussian,Turkish,andHindishowedgainswithCASEbutnotwithagreementfeatures(Eryigit,Nivre,andOflazer2008;Nivre,Boguslavsky,andIomdin2008; #TAUTHOR_TAG.', 'OurworkisthefirsttoshowgainsusingagreementinMaltParserandinArabicdependencyparsing,andthefirsttousefunctionalfeaturesforthistask.', '']","['alfeatures.', 'PreviousworkwithMaltParserinRussian,Turkish,andHindishowedgainswithCASEbutnotwithagreementfeatures(Eryigit,Nivre,andOflazer2008;Nivre,Boguslavsky,andIomdin2008; #TAUTHOR_TAG.', 'OurworkisthefirsttoshowgainsusingagreementinMaltParserandinArabicdependencyparsing,andthefirsttousefunctionalfeaturesforthistask.', '']","['', 'PreviousworkwithMaltParserinRussian,Turkish,andHindishowedgainswithCASEbutnotwithagreementfeatures(Eryigit,Nivre,andOflazer2008;Nivre,Boguslavsky,andIomdin2008; #TAUTHOR_TAG.', 'OurworkisthefirsttoshowgainsusingagreementinMaltParserandinArabicdependencyparsing,andthefirsttousefunctionalfeaturesforthistask.', '']",1
"['(Section6).', ' #TAUTHOR_TAGhaveconductedastudyondependencyparsingfor21languagesusingfeaturesthatencodewhetherthevaluesforcertainattributesareequalornotforanodeanditsgovernor.', 'Thesefeaturesarepotentiallypowerful,becausetheygeneralizetotheverynotionofagreement,awayfromthespecificvaluesoftheattributesonwhichagreementoccurs.', '']","['(Section6).', ' #TAUTHOR_TAGhaveconductedastudyondependencyparsingfor21languagesusingfeaturesthatencodewhetherthevaluesforcertainattributesareequalornotforanodeanditsgovernor.', 'Thesefeaturesarepotentiallypowerful,becausetheygeneralizetotheverynotionofagreement,awayfromthespecificvaluesoftheattributesonwhichagreementoccurs.', '']","['(Section6).', ' #TAUTHOR_TAGhaveconductedastudyondependencyparsingfor21languagesusingfeaturesthatencodewhetherthevaluesforcertainattributesareequalornotforanodeanditsgovernor.', 'Thesefeaturesarepotentiallypowerful,becausetheygeneralizetotheverynotionofagreement,awayfromthespecificvaluesoftheattributesonwhichagreementoccurs.', '']","['', ' #TAUTHOR_TAGhaveconductedastudyondependencyparsingfor21languagesusingfeaturesthatencodewhetherthevaluesforcertainattributesareequalornotforanodeanditsgovernor.', 'Thesefeaturesarepotentiallypowerful,becausetheygeneralizetotheverynotionofagreement,awayfromthespecificvaluesoftheattributesonwhichagreementoccurs.', '9WeexpectthiskindoffeaturetoyieldlowergainsforArabic,unless:roneusesfunctionalfeaturevalues(suchasthoseusedhereforthefirsttimeinArabicNLP),roneusesyetanotherrepresentationleveltoaccountfortheotherwisenon-identityagreementpatternsofirrationalplurals,ronehandlesthelossofovertnumberagreementinconstructionssuchasVS(wheretheverbprecedesitssubject),androneadequatelyrepresentstheotherwise""inverse""numberagreement(aphenomenoncommontootherSemiticlanguages,suchasHebrew,too']",0
"['articlerepresentsanextensionofourpreviousworkonunsupervisedeventcoreferenceresolution(Bejanetal.2009; #TAUTHOR_TAG.', 'Inthiswork,wepresentmoredetailsontheproblemofsolvingbothwithin-andcross-documenteventcoreferenceaswellasdescribeagenericframeworkforsolvingthistypeofprobleminanunsupervisedway.', '']","['articlerepresentsanextensionofourpreviousworkonunsupervisedeventcoreferenceresolution(Bejanetal.2009; #TAUTHOR_TAG.', 'Inthiswork,wepresentmoredetailsontheproblemofsolvingbothwithin-andcross-documenteventcoreferenceaswellasdescribeagenericframeworkforsolvingthistypeofprobleminanunsupervisedway.', '']","['articlerepresentsanextensionofourpreviousworkonunsupervisedeventcoreferenceresolution(Bejanetal.2009; #TAUTHOR_TAG.', 'Inthiswork,wepresentmoredetailsontheproblemofsolvingbothwithin-andcross-documenteventcoreferenceaswellasdescribeagenericframeworkforsolvingthistypeofprobleminanunsupervisedway.', '']","['articlerepresentsanextensionofourpreviousworkonunsupervisedeventcoreferenceresolution(Bejanetal.2009; #TAUTHOR_TAG.', 'Inthiswork,wepresentmoredetailsontheproblemofsolvingbothwithin-andcross-documenteventcoreferenceaswellasdescribeagenericframeworkforsolvingthistypeofprobleminanunsupervisedway.', '']",2
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980, #TAUTHOR_TAG,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980, #TAUTHOR_TAG,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980, #TAUTHOR_TAG,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980, #TAUTHOR_TAG,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']",1
"[""itcanacquirea``script''suchastheoneforgoingtoarestaurantasdefinedin #TAUTHOR_TAG""]","[""itcanacquirea``script''suchastheoneforgoingtoarestaurantasdefinedin #TAUTHOR_TAG""]","[""itcanacquirea``script''suchastheoneforgoingtoarestaurantasdefinedin #TAUTHOR_TAG""]","['theimplementedsystemislimitedtomatrix-orientedproblems,thetheoreticalsystemiscapableoflearningawiderangeofproblemtypes.', 'Theonlyrequirementontheproblemorsituationisthatitcanbeenteredintotheexpectationsystemintheformofexamples.', ""Thus,forexample,itcanacquirea``script''suchastheoneforgoingtoarestaurantasdefinedin #TAUTHOR_TAG""]",0
"['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #AUTHOR_TAGandthePROLOGsynthesismethodof #TAUTHOR_TAG']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #AUTHOR_TAGandthePROLOGsynthesismethodof #TAUTHOR_TAG']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #AUTHOR_TAGandthePROLOGsynthesismethodof #TAUTHOR_TAG']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #AUTHOR_TAGandthePROLOGsynthesismethodof #TAUTHOR_TAG']",1
"[""\x80¢a``conditioning''facilityasdescribedby #TAUTHOR_TAG,â\x80¢implementationofnewtypesofparaphrasing,â\x80�""]","[""â\x80¢a``conditioning''facilityasdescribedby #TAUTHOR_TAG,â\x80¢implementationofnewtypesofparaphrasing,â\x80¢""]","[""\x80¢a``conditioning''facilityasdescribedby #TAUTHOR_TAG,â\x80¢implementationofnewtypesofparaphrasing,â\x80�""]",[' #TAUTHOR_TAG'],3
"['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']",1
"['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'Awidevarietyof']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'Awidevarietyof']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'Awidevarietyof']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']",1
"['ationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC)(Ballard1979, #TAUTHOR_TAG.', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'The']","['DP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC)(Ballard1979, #TAUTHOR_TAG.', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'The']","['aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC)(Ballard1979, #TAUTHOR_TAG.', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', '']","['', 'Theusefulnessofthemethodologydescribedabovewastestedintheimplementationofaconnectedspeechunderstandingsystem.', 'Anoff-the-shelfspeechrecognitiondevice,aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC)(Ballard1979, #TAUTHOR_TAG.', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', '']",0
"['in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #AUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #TAUTHOR_TAG.', '']","['in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #AUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #TAUTHOR_TAG.', '']","['in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #AUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #TAUTHOR_TAG.', '']","['VNLCEprocessormaybeconsideredtobealearningsystemofthetraditiondescribed,forexample,in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #AUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #TAUTHOR_TAG.', '']",1
"['.', 'Anotherdialogueacquisitionsystemhasbeendevelopedby #TAUTHOR_TAG.', '']","['', 'Anotherdialogueacquisitionsystemhasbeendevelopedby #TAUTHOR_TAG.', 'However,thatsystemhasdifferentgoals:toenabletheusertoconsciouslydesignadialoguetoembodyaparticularhuman-machineinteraction.', '']","['.', 'Anotherdialogueacquisitionsystemhasbeendevelopedby #TAUTHOR_TAG.', '']","['', 'However,the""flowcharts""inthecurrentprojectareprobabilisticinnatureandtheproblemsassociatedwithmatchingincomingsentencestoexistingnodeshasnotbeenpreviouslyaddressed.', 'Anotherdialogueacquisitionsystemhasbeendevelopedby #TAUTHOR_TAG.', 'However,thatsystemhasdifferentgoals:toenabletheusertoconsciouslydesignadialoguetoembodyaparticularhuman-machineinteraction.', '']",1
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,and #TAUTHOR_TAG.', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,and #TAUTHOR_TAG.', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,and #TAUTHOR_TAG.', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,and #TAUTHOR_TAG.', 'Mostoftheseeffortsconcentratedontheinteractionbetweenlowlevelinformationsourcesfromaspeechrecognizerandanaturallanguageprocessortodiscoverthemeaningofaninputsentence.', '']",1
